PASSENGER_TYPE,LENGTH,ITINERARY_TYPE,CABIN,MARKET,CHANNEL,NEW_MARKET_ROLL_UP,OLD_OLD_MARKET_ROLL_UP,ACCOUNTING_MONTH,MASTER_VOYAGE,MASTER_DEPARTURE_DATE,PASSENGERS,PASSENGER_NIGHTS,CURRENCY,FX.1,PPPD,PPPD_EUR,GROSS_TICKET_REVENUE_LOCAL,GROSS_TICKET_REVENUE_EUR,PRE-EMB_PPPD,PRE-EMB_REVENUE_EUR,FY,BUDGET_NAME,VERSION,UNIQUE_ID,ACTUALS_CODE,EFFECTIVE_FROM,EFFECTIVE_TO,ACTIVE_RECORD_FLAG
G,4,Iconic Aegean,Inside,JPN,DMC,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,USD,0,185,169,0,0,44,0,2027,Budget2025,v1,GInsideJPNDMCCD04280320Budget2025v1,GInsideJPNDMCCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Deluxe,DAC,Travel Agency,GERMANY,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,1,4,EUR,1,246,246,1108,1108,19,89,2027,Budget2025,v1,FDeluxeDACTravel AgencyCD03280324Budget2025v1,FDeluxeDACTravel AgencyCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,NZE,Direct,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,AUD,0,0,0,0,0,0,0,2027,Budget2025,v1,GDeluxeNZEDirectCD03280317Budget2025v1,GDeluxeNZEDirectCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,SIP,Direct,SIP,SIP,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,1,7,EUR,1,167,167,1174,1174,25,176,2027,Budget2025,v1,FDeluxeSIPDirectCJ07280305Budget2025v1,FDeluxeSIPDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Outside,JPN,Tour Operator,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,2,7,USD,0,197,179,1477,1343,40,301,2027,Budget2025,v1,FOutsideJPNTour OperatorCD03280324Budget2025v1,FOutsideJPNTour OperatorCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Inside,BLX,Tour Operator,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,EUR,1,122,122,0,0,0,0,2027,Budget2025,v1,FInsideBLXTour OperatorCD04280320Budget2025v1,FInsideBLXTour OperatorCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,MID,Tour Operator,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,USD,0,182,166,0,0,0,0,2027,Budget2025,v1,FInsideMIDTour OperatorCJ07280305Budget2025v1,FInsideMIDTour OperatorCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,BLX,Direct,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,3,EUR,1,167,167,587,587,30,108,2027,Budget2025,v1,FDeluxeBLXDirectCJ07280312Budget2025v1,FDeluxeBLXDirectCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Deluxe,BRI,DMC,UKIE,UKIE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,GBP,1,0,0,0,0,0,0,2027,Budget2025,v1,FDeluxeBRIDMCCD04280320Budget2025v1,FDeluxeBRIDMCCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Outside,DAC,Direct,GERMANY,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,3,EUR,1,167,167,587,587,50,176,2027,Budget2025,v1,FOutsideDACDirectCJ07280305Budget2025v1,FOutsideDACDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Inside,TUR,Tour Operator,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,32,128,EUR,1,114,114,14635,14635,15,2010,2027,Budget2025,v1,FInsideTURTour OperatorCD04280320Budget2025v1,FInsideTURTour OperatorCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,IND,DMC,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,USD,0,182,166,0,0,0,0,2027,Budget2025,v1,FDeluxeINDDMCCJ07280305Budget2025v1,FDeluxeINDDMCCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,JPN,Direct,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,USD,0,182,166,0,0,0,0,2027,Budget2025,v1,FInsideJPNDirectCJ07280305Budget2025v1,FInsideJPNDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Deluxe,JPN,Direct,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,0,0,0,0,0,0,2027,Budget2025,v1,FDeluxeJPNDirectCD04280327Budget2025v1,FDeluxeJPNDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,NTH,Travel Agency,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,3,EUR,1,167,167,587,587,18,63,2027,Budget2025,v1,FInsideNTHTravel AgencyCJ07280312Budget2025v1,FInsideNTHTravel AgencyCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Outside,AUS,Tour Operator,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,7,49,AUD,0,278,167,13644,8219,34,1692,2027,Budget2025,v1,FOutsideAUSTour OperatorCJ07280305Budget2025v1,FOutsideAUSTour OperatorCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Deluxe,AUS,Travel Agency,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,2,8,AUD,0,354,213,2834,1707,30,242,2027,Budget2025,v1,FDeluxeAUSTravel AgencyCD04280320Budget2025v1,FDeluxeAUSTravel AgencyCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,FRA,Tour Operator,FRANCE,FRANCE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,1,7,EUR,1,167,167,1174,1174,83,586,2027,Budget2025,v1,FInsideFRATour OperatorCJ07280305Budget2025v1,FInsideFRATour OperatorCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Inside,SIP,DMC,SIP,SIP,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,5,15,EUR,1,122,122,1844,1844,39,599,2027,Budget2025,v1,FInsideSIPDMCCD03280317Budget2025v1,FInsideSIPDMCCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Deluxe,DAC,Direct,GERMANY,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,0,0,0,0,86,0,2027,Budget2025,v1,GDeluxeDACDirectCD04280327Budget2025v1,GDeluxeDACDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Outside,CYP,Direct,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,EUR,1,167,167,0,0,12,0,2027,Budget2025,v1,GOutsideCYPDirectCJ07280305Budget2025v1,GOutsideCYPDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Deluxe,SCN,Travel Agency,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,GDeluxeSCNTravel AgencyCD04280320Budget2025v1,GDeluxeSCNTravel AgencyCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Outside,JPN,Travel Agency,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,USD,0,182,166,0,0,16,0,2027,Budget2025,v1,GOutsideJPNTravel AgencyCJ07280312Budget2025v1,GOutsideJPNTravel AgencyCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Inside,RUS,DMC,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,GInsideRUSDMCCD04280327Budget2025v1,GInsideRUSDMCCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Outside,USA,Tour Operator,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,145,436,USD,0,223,203,97479,88618,21,9526,2027,Budget2025,v1,GOutsideUSATour OperatorCD03280324Budget2025v1,GOutsideUSATour OperatorCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,IND,Tour Operator,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,USD,0,0,0,0,0,11,0,2027,Budget2025,v1,GDeluxeINDTour OperatorCD03280317Budget2025v1,GDeluxeINDTour OperatorCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Inside,AFR,DMC,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,0,0,0,0,25,0,2027,Budget2025,v1,FInsideAFRDMCCD04280327Budget2025v1,FInsideAFRDMCCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Outside,NZE,Direct,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,AUD,0,212,128,0,0,0,0,2027,Budget2025,v1,FOutsideNZEDirectCD03280317Budget2025v1,FOutsideNZEDirectCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Outside,CYP,Direct,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,120,120,0,0,10,0,2027,Budget2025,v1,GOutsideCYPDirectCD04280327Budget2025v1,GOutsideCYPDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Outside,NZE,Tour Operator,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,1,7,AUD,0,278,167,1949,1174,28,197,2027,Budget2025,v1,FOutsideNZETour OperatorCJ07280305Budget2025v1,FOutsideNZETour OperatorCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Outside,DAC,Tour Operator,GERMANY,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,GOutsideDACTour OperatorCD04280327Budget2025v1,GOutsideDACTour OperatorCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Deluxe,CAN,DMC,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,USD,0,105,96,0,0,34,0,2027,Budget2025,v1,FDeluxeCANDMCCJ14280319Budget2025v1,FDeluxeCANDMCCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Outside,MID,Travel Agency,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,USD,0,0,0,0,0,0,0,2027,Budget2025,v1,GOutsideMIDTravel AgencyCD03280317Budget2025v1,GOutsideMIDTravel AgencyCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,AUS,Travel Agency,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,AUD,0,0,0,0,0,35,0,2027,Budget2025,v1,GDeluxeAUSTravel AgencyCD03280317Budget2025v1,GDeluxeAUSTravel AgencyCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Inside,AFR,Tour Operator,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,USD,0,122,111,0,0,0,0,2027,Budget2025,v1,FInsideAFRTour OperatorCD04280320Budget2025v1,FInsideAFRTour OperatorCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,FRA,DMC,FRANCE,FRANCE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,GDeluxeFRADMCCD03280317Budget2025v1,GDeluxeFRADMCCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,TUR,Direct,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,EUR,1,86,86,0,0,0,0,2027,Budget2025,v1,GDeluxeTURDirectCD03280324Budget2025v1,GDeluxeTURDirectCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,JPN,Direct,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,0,0,0,0,0,0,2027,Budget2025,v1,FOutsideJPNDirectCD04280327Budget2025v1,FOutsideJPNDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Outside,CAN,DMC,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,USD,0,182,166,0,0,69,0,2027,Budget2025,v1,GOutsideCANDMCCJ07280312Budget2025v1,GOutsideCANDMCCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Deluxe,EAS,DMC,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,GDeluxeEASDMCCD04280327Budget2025v1,GDeluxeEASDMCCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Inside,DAC,Tour Operator,GERMANY,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,GInsideDACTour OperatorCD04280320Budget2025v1,GInsideDACTour OperatorCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Outside,IND,Travel Agency,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,USD,0,182,166,0,0,0,0,2027,Budget2025,v1,FOutsideINDTravel AgencyCJ07280312Budget2025v1,FOutsideINDTravel AgencyCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Inside,SCN,Tour Operator,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,120,120,0,0,0,0,2027,Budget2025,v1,GInsideSCNTour OperatorCD04280327Budget2025v1,GInsideSCNTour OperatorCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,14,Positioning Journey,Inside,CHI,Travel Agency,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,USD,0,105,96,0,0,17,0,2027,Budget2025,v1,GInsideCHITravel AgencyCJ14280319Budget2025v1,GInsideCHITravel AgencyCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,JPN,DMC,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,USD,0,130,119,0,0,42,0,2027,Budget2025,v1,GDeluxeJPNDMCCD03280324Budget2025v1,GDeluxeJPNDMCCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,AFR,DMC,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,0,0,0,0,25,0,2027,Budget2025,v1,FOutsideAFRDMCCD04280327Budget2025v1,FOutsideAFRDMCCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,SCN,DMC,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,GDeluxeSCNDMCCD03280324Budget2025v1,GDeluxeSCNDMCCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,CHI,Direct,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,0,0,0,0,38,0,2027,Budget2025,v1,FOutsideCHIDirectCD04280327Budget2025v1,FOutsideCHIDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Inside,LAT,Tour Operator,LATAM,LATAM,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,USD,0,204,185,0,0,19,0,2027,Budget2025,v1,GInsideLATTour OperatorCD04280320Budget2025v1,GInsideLATTour OperatorCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Deluxe,CYP,Direct,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,86,86,0,0,10,0,2027,Budget2025,v1,GDeluxeCYPDirectCD04280327Budget2025v1,GDeluxeCYPDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Inside,CAN,Travel Agency,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,21,86,USD,0,154,140,13310,12100,43,3757,2027,Budget2025,v1,GInsideCANTravel AgencyCD04280327Budget2025v1,GInsideCANTravel AgencyCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Outside,DAC,Direct,GERMANY,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,GOutsideDACDirectCD03280317Budget2025v1,GOutsideDACDirectCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Deluxe,BRI,Travel Agency,UKIE,UKIE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,GBP,1,142,167,0,0,23,0,2027,Budget2025,v1,GDeluxeBRITravel AgencyCJ07280312Budget2025v1,GDeluxeBRITravel AgencyCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Deluxe,FRA,Travel Agency,FRANCE,FRANCE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,EUR,1,167,167,0,0,23,0,2027,Budget2025,v1,GDeluxeFRATravel AgencyCJ07280305Budget2025v1,GDeluxeFRATravel AgencyCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,14,Positioning Journey,Deluxe,BRI,Travel Agency,UKIE,UKIE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,GBP,1,82,97,0,0,11,0,2027,Budget2025,v1,GDeluxeBRITravel AgencyCJ14280319Budget2025v1,GDeluxeBRITravel AgencyCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,SCN,Direct,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,390,390,0,0,58,0,2027,Budget2025,v1,GDeluxeSCNDirectCD03280317Budget2025v1,GDeluxeSCNDirectCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,14,Positioning Journey,Deluxe,SIP,Tour Operator,SIP,SIP,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,EUR,1,97,97,0,0,25,0,2027,Budget2025,v1,GDeluxeSIPTour OperatorCJ14280319Budget2025v1,GDeluxeSIPTour OperatorCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
